刺激の強さが変化したと気づくために必要な最小の刺激変化量のことを何というでしょう？,刺激の強さが変化したと気づくために必要な、最小の刺激変化量のことを何というでしょう？,丁度可知差異,『丁度可知差異』の意味として適切なものは何でしょう？,変化に気づける最小の刺激差,感知できる最小の刺激強度,不快と感じない最大の刺激強度,無意識に反応してしまう刺激レベル
新しく学習したことが妨げとなって以前に学習した内容が思い出せなくなる現象を何というでしょう？,新しく学習したことが妨げとなって、以前に学習した内容が思い出せなくなる現象を何というでしょう？,逆向干渉,『逆向干渉』の意味として適切なものは何でしょう？,新しい記憶が古い記憶の想起を妨げる現象,古い記憶が新しい記憶の定着を妨げる現象,睡眠不足が記憶の定着を阻害する現象,薬物の副作用で過去の記憶を失う現象
曖昧な状況下での判断において信号（シグナル）とノイズを区別する際の意思決定過程を説明する理論を何というでしょう？,曖昧な状況下での判断において、信号とノイズを区別する際の意思決定過程を説明する理論を何というでしょう？,信号検出理論,『信号検出理論』の意味として適切なものは何でしょう？,ノイズの中から信号を検出する判断の理論,電波の届かない場所での通信理論,嘘発見器のメカニズムを説明する理論,視力検査の正確さを測る理論
生物の発達過程において特定の学習や経験が成立するために不可欠な特定の短い期間を何というでしょう？,生物の発達過程において、特定の学習や経験が成立するために不可欠な、特定の短い期間を何というでしょう？,臨界期,『臨界期』の意味として適切なものは何でしょう？,特定の能力獲得に不可欠な限られた期間,身体の成長が急激に進む時期,反抗期などの精神的に不安定な時期,更年期などのホルモンバランスが変わる時期
人間の性格を「開放性・誠実性・外向性・協調性・神経症的傾向」の5つの次元で説明する理論を何というでしょう？,人間の性格を、「かいほう性・誠実性・がいこう性・協調性・神経症的傾向」、の5つの次元で説明する理論を何というでしょう？,ビッグファイブ,『ビッグファイブ』の意味として適切なものは何でしょう？,性格を主要な5つの因子で説明する理論,知能を5つの異なる能力に分ける理論,発達段階を5つの時期に分ける理論,感情を5つの基本感情に分類する理論
児童期後半（小学校高学年頃）に見られる親や教師よりも友人同士の結びつきを重視し閉鎖的な仲間集団を作る時期を何というでしょう？,小学校高学年頃に見られる、親や教師よりも友人同士の結びつきを重視し、閉鎖的な仲間集団を作る時期を何というでしょう？,ギャング・エイジ,『ギャング・エイジ』の意味として適切なものは何でしょう？,徒党を組んで仲間意識を高める時期,反社会的な非行集団に入る時期,親に反抗して家庭内暴力を振るう時期,一人遊びを好んで集団を避ける時期
衝撃的な事件やニュースに接した際にその時の自分の状況や周囲の様子まで鮮明に記憶される現象を何というでしょう？,衝撃的な事件やニュースに接した際に、その時の自分の状況や、周囲の様子まで鮮明に記憶される現象を何というでしょう？,フラッシュバルブ記憶,『フラッシュバルブ記憶』の意味として適切なものは何でしょう？,衝撃的出来事を鮮明に覚えている記憶,写真のように一瞬で風景を記憶する能力,夢の内容を現実の記憶と混同すること,幼児期の記憶が大人になっても残ること
特定の課題を達成するために必要な行動を自分がうまく遂行できるという自信や確信を何というでしょう？,特定の課題を達成するために必要な行動を、自分がうまく遂行できるという自信や確信を何というでしょう？,自己効力感,『自己効力感』の意味として適切なものは何でしょう？,課題を遂行できるという自分への信頼感,自分は価値がある人間だという自尊心,他者よりも優れているという優越感,失敗してもくじけない忍耐力
既存の知識や論理を用いて唯一の正解を導き出そうとする思考様式を何というでしょう？,既存の知識や論理を用いて、唯一の正解を導き出そうとする思考様式を何というでしょう？,収束的思考,『収束的思考』の意味として適切なものは何でしょう？,論理的に唯一の正解を導く思考,自由な発想でアイデアを狭める思考,感情を排して客観的に事実を見る思考,過去の判例に基づいて判断を下す思考
言い間違いや書き間違い、失念などは単なる不注意ではなく無意識の願望や葛藤が現れたものであるとする精神分析の概念を何というでしょう？,言い間違いや書き間違い、失念などは、単なる不注意ではなく、無意識の願望や、葛藤が現れたものであるとする精神分析の概念を何というでしょう？,錯誤行為,『錯誤行為』の意味として適切なものは何でしょう？,無意識が表れた言い間違いや失念,脳の機能障害による認知ミス,疲労による注意力の低下,意図的に嘘をつく行為
人に対して低い期待を持って接すると実際にその人の成績やパフォーマンスが低下してしまう現象を何というでしょう？,人に対して低い期待を持って接すると、実際にその人の成績やパフォーマンスが低下してしまう現象を何というでしょう？,ゴーレム効果,『ゴーレム効果』の意味として適切なものは何でしょう？,低い期待が相手の成果を低下させる現象,高い期待が相手のプレッシャーになる現象,指導者の能力不足が部下に伝染する現象,誤った指導法が定着してしまう現象
先行する刺激の処理が後続の刺激の処理に無意識的な影響を与える現象を何というでしょう？,先行する刺激の処理が、後続の刺激の処理に無意識な影響を与える現象を何というでしょう？,プライミング効果,『プライミング効果』の意味として適切なものは何でしょう？,先行刺激が後の判断に無意識に影響する効果,複数の刺激を同時に提示すると混乱する現象,刺激の強度が変化しても同じと知覚する機能,矛盾する情報が処理時間を遅らせる現象
ストレス状態が長く続いた際に生体が警告反応期・抵抗期・疲弊期という一連の反応経過をたどることを何というでしょう？,ストレス状態が長く続いた際に、生体が、警告反応期・抵抗期・疲弊期、という一連の反応経過をたどることを何というでしょう？,汎適応症候群,『汎適応症候群』の意味として適切なものは何でしょう？,ストレスに対する生体の一連の反応プロセス,特定の病原体に感染した際の免疫反応,環境変化に対する心理的な適応障害,集団生活におけるストレスへの対処法
1本の木を描いてもらうことでその人の無意識の自己像や精神状態を評価する投影法の心理検査を何というでしょう？,1本の木を描いてもらうことで、その人の無意識の自己像や精神状態を評価する、投影法の心理検査を何というでしょう？,バウムテスト,『バウムテスト』の意味として適切なものは何でしょう？,木を描かせて内面を評価する検査,家と人を描かせて性格を見る検査,幾何学図形を模写させて脳機能を測る検査,家族の絵を描かせて関係性を診断する検査
相談機関に来談したクライエントに対して最初に行われる面接のことで問題の概要把握や治療方針の決定を目的とするものを何というでしょう？,相談機関にらいだんしたクライエントに対して最初に行われる、問題の概要把握や治療方針の決定を目的とする面接を何というでしょう？,インテーク面接,『インテーク面接』の意味として適切なものは何でしょう？,初回に行う受理面接,治療が終了した際に行う最終面接,電話で行う緊急相談,家族を含めて行う合同面接
説得や強制によって自由を脅かされたと感じたときに反発して逆の行動をとろうとする心理状態を何というでしょう？,説得や強制によって自由を脅かされたと感じたときに、反発して逆の行動をとろうとする心理状態を何というでしょう？,心理的リアクタンス,『心理的リアクタンス』の意味として適切なものは何でしょう？,自由を制限された際に生じる反発心,自分の行動を一貫させようとする心理,相手の好意に対して好意で返そうとする心理,希少なものほど価値が高いと感じる心理
他者の行動を見ているだけでまるで自分が同じ行動をしているかのように活動する脳内の神経細胞を何というでしょう？,たしゃの行動を見ているだけで、まるで自分が同じ行動をしているかのように活動する、脳内の神経細胞を何というでしょう？,ミラーニューロン,『ミラーニューロン』の意味として適切なものは何でしょう？,観察時に実行時と同様に活動する神経細胞,痛みを感じた時に活動する神経細胞,記憶の形成に関与する神経細胞,睡眠のリズムを調整する神経細胞
新しい環境に適応し新しい情報を処理する際に使われる先天的な情報処理能力を何というでしょう？,新しい環境に適応し新しい情報を処理する際に使われる、先天的な情報処理能力を何というでしょう？,流動性知能,『流動性知能』の意味として適切なものは何でしょう？,新しい状況に適応する直感的な知能,経験や学習によって蓄積された知能,言語を用いて論理的に思考する知能,空間的な位置関係を把握する知能
マスメディアの影響について「他人は影響を受けるが自分はそれほど影響されない」と考える傾向を何というでしょう？,マスメディアの影響について、「他人は影響を受けるが、自分はそれほど影響されない」と考える傾向を何というでしょう？,第三者効果,『第三者効果』の意味として適切なものは何でしょう？,自分より他人がメディアの影響を受けると考える傾向,第三者の意見が対立を仲裁する効果,当事者以外には秘密が漏れないこと,二人の関係に第三者が入ると安定すること
褒めることや報酬を与えることによってその人の内発的動機づけがさらに高まる現象を何というでしょう？,褒めることや報酬を与えることによって、その人の内発的動機づけが、さらに高まる現象を何というでしょう？,エンハンシング効果,『エンハンシング効果』の意味として適切なものは何でしょう？,賞賛や報酬がやる気をさらに高める現象,過度な賞賛が慢心を生む現象,他者との比較が劣等感を生む現象,報酬により行動の発生頻度が増加する現象
評価の高い集団や人物との結びつきを強調することで自分自身の評価も高めようとする心理を何というでしょう？,評価の高い集団や人物との結びつきを強調することで、自分自身の評価も高めようとする心理を何というでしょう？,栄光浴,『栄光浴』の意味として適切なものは何でしょう？,成功者との関連を誇示し自己評価を高める心理,過去の栄光にすがりつき現実逃避する心理,日光を浴びることで気分を高揚させる療法,集団の中心にいることで安心感を得る心理
「今、ここ」での体験や感情の自覚を重視し全体性（ゲシュタルト）の回復を目指す心理療法を何というでしょう？,「今、ここ」、での体験や感情の自覚を重視し、全体性の回復を目指す心理療法を何というでしょう？,ゲシュタルト療法,『ゲシュタルト療法』の意味として適切なものは何でしょう？,今ここの体験と全体性の回復を重視する療法,部分的な症状の除去を目指す対症療法,過去のトラウマ原因の究明を重視する療法,論理的な思考の修正を行う認知療法
